名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,最大記錄數,檔案類欄位,實際型態,合併筆數,合併來源,分級未涵蓋新增資源
10411-01-40-2 臺中市高級中等學校原住民學生數-綜合高中,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,21,OGDL-1.0,2026/8/11 上午 12:03:23,https://odportal.tw/dataset/LrabuTLx,https://opendata.taichung.gov.tw/search/78737b59-25f4-467f-a698-5a2d73b9147c,真資料,21,3,170.0,,json,2,LrabuTLx;gJCI5_k1,True
臺北市原住民與新住民子女學生占學生總數比率,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/18 上午 09:47:17,https://odportal.tw/dataset/LxfTp_Mt,https://data.gov.tw/dataset/161577,真資料,1,1,12.0,,text,1,LxfTp_Mt,False
臺中市各區原住民身分別族別統計,政府開放資料平臺;臺中市政府,臺中市政府民政局,CSV;JSON;XML,3,OGDL-1.0,2026/8/10 下午 12:19:20,https://odportal.tw/dataset/MAXgFh8o,https://opendata.taichung.gov.tw/search/03b8b898-f891-49ab-b73d-791c39ade009,真資料,3,1,114.0,,json,2,MAXgFh8o;bUcxTJt-,False
高雄市原住民年齡分組統計,高雄市政府,民政局,JSON,1,OGDL-1.0,2025/5/20 上午 09:48:39,https://odportal.tw/dataset/MAZ1h7YC,https://data.kcg.gov.tw/DataSet/Detail/ad2898ea-98d9-4e3a-b58f-ffea2449b5eb,真資料,1,1,1349.0,,json,1,MAZ1h7YC,False
原住民族勞動力,新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/11/27 下午 02:23:17,https://odportal.tw/dataset/MAbHnpIe,https://data.ntpc.gov.tw/datasets/99efada6-c5f3-4f42-852f-6e514c36df2c,HTML殼,1,1,,,html,1,MAbHnpIe,False
原住民族委員會採購標案公開資訊,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:54:02,https://odportal.tw/dataset/MB3E7izo,https://data.gov.tw/dataset/130160,真資料,3,2,96.0,標案網址,json;text,1,MB3E7izo,False
中老年慢性病宣導教材原住民語翻譯稿件(卑南族),政府開放資料平臺,,PDF,1,OGDL-1.0,2026/4/13 上午 10:50:54,https://odportal.tw/dataset/MCesbqNe,https://data.gov.tw/dataset/177388,二進位,1,1,,,pdf,1,MCesbqNe,False
原住民族委員會財物採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:02:24,https://odportal.tw/dataset/MI1nWGwM,https://data.gov.tw/dataset/129532,真資料,3,2,35.0,,json;text,1,MI1nWGwM,False
澎湖縣湖西鄉原住民統計,政府開放資料平臺;澎湖縣政府,湖西戶政事務所,CSV;JSON;XML,3,OGDL-1.0,2026/7/1 上午 12:05:06,https://odportal.tw/dataset/p0dihm74,http://opendata.penghu.gov.tw/dataset/376561502a-2025-07-22-1753165980,真資料,3,2,66.0,,json;text,2,MNbXPcJT;p0dihm74,False
現住人口數按性別及原住民身分分（新增區域代碼）,政府開放資料平臺,,CSV;JSON,93,OGDL-1.0,2026/7/7 下午 03:15:27,https://odportal.tw/dataset/MOlNnvE0,https://data.gov.tw/dataset/77145,真資料,93,2,3256.0,,text,1,MOlNnvE0,False
10411-01-41-2 臺中市高級中等學校原住民學生數-實用技能學程,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,21,OGDL-1.0,2026/8/11 下午 03:38:47,https://odportal.tw/dataset/_i1Ttt_6,https://opendata.taichung.gov.tw/search/46f10dbc-9f73-44a0-8b0f-495dad534eb9,真資料,21,3,136.0,,json,2,MVnt9C78;_i1Ttt_6,True
臺北市原住民及新住民按月別,臺北市政府,主計處,CSV,1,,2026/8/3 上午 09:20:38,https://odportal.tw/dataset/Ma-ZXyeb,https://data.taipei/dataset/detail?id=bf2f76ff-097d-43d0-8b3b-a9ab4d7f9bfd,網址無效,1,1,,,,1,Ma-ZXyeb,False
原住民族委員會採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:11:13,https://odportal.tw/dataset/McB4P4YM,https://data.gov.tw/dataset/129533,真資料,3,2,1066.0,,json;text,1,McB4P4YM,False
原住民族就業者從事非典型就業工作的原因-按人口特性分-108年前,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:10:16,https://odportal.tw/dataset/MefztRqX,https://data.gov.tw/dataset/161541,真資料,3,2,156.0,,json;text,1,MefztRqX,False
原住民人口─按區域別分,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/15 下午 10:55:25,https://odportal.tw/dataset/MrFOSJFY,https://data.gov.tw/dataset/9605,真資料,1,1,299.0,,text,1,MrFOSJFY,False
113年現住原住民人口數按性別、原住民身分及族別分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/MyOQC0z0,https://data.tainan.gov.tw/DataSet/Detail/7ea146cd-b218-4856-a973-4f73a594d0af,真資料,24,2,342.0,,html;text,1,MyOQC0z0,False
原住民族委員會原住民族文化發展中心場域租借空間,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 01:00:12,https://odportal.tw/dataset/N782Gt1u,https://data.gov.tw/dataset/137789,連結殼,3,2,14.0,網址,json;text,1,N782Gt1u,False
ICOPE自評量表原住民族語翻譯稿件,政府開放資料平臺,,PDF,1,OGDL-1.0,2026/5/6 下午 03:40:28,https://odportal.tw/dataset/NC7pBojG,https://data.gov.tw/dataset/177542,二進位,1,1,,,pdf,1,NC7pBojG,False
桃園市原住民族人口比率按三階段年齡別分每年統計,政府開放資料平臺;桃園市政府,主計處,CSV,1,OGDL-1.0,2026/8/3 下午 03:22:52,https://odportal.tw/dataset/NMy6XjpF,https://opendata.tycg.gov.tw/datalist/f6e134b6-82f7-4e76-840e-3d81fa7055eb,真資料,1,1,22.0,,text,2,NMy6XjpF;ZxSEbrwa,False
臺北市原住民族部落大學課程開設及人數,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/12 下午 03:35:54,https://odportal.tw/dataset/NPvRYggf,https://data.gov.tw/dataset/134936,真資料,1,1,41.0,,text,1,NPvRYggf,False
臺北市原住民學前教育及兒童托育補助情形,臺北市政府,原民會,CSV,1,,2026/2/11 上午 10:59:43,https://odportal.tw/dataset/NQRFQChC,https://data.taipei/dataset/detail?id=78304046-566e-41ad-baf1-0590d7412fbf,網址無效,1,1,,,,1,NQRFQChC,False
臺北市各區原住民人口數按年齡分,政府開放資料平臺,,CSV,2,OGDL-1.0,2026/7/7 上午 09:17:28,https://odportal.tw/dataset/NSE-Jtvf,https://data.gov.tw/dataset/132946,真資料,2,2,468.0,,text,1,NSE-Jtvf,False
臺北市補助原住民民俗文化及社會教育活動,臺北市政府,原民會,CSV,1,,2026/6/17 下午 04:29:06,https://odportal.tw/dataset/NYa8kNU8,https://data.taipei/dataset/detail?id=88e93699-7e06-4b10-a2c4-6746eb6d951e,網址無效,1,1,,,,1,NYa8kNU8,False
臺南市特殊教育學校原住民學生數,臺南市政府,臺南市政府教育局,CSV;JSON,2,OGDL-1.0,2025/12/23 下午 11:23:27,https://odportal.tw/dataset/Nb7wmjhQ,https://data.tainan.gov.tw/DataSet/Detail/05ac9a49-3e6a-4ee4-9fde-a868d520771a,真資料,2,2,5.0,,html;text,1,Nb7wmjhQ,False
高級中等學校及國民中小學原住民族學生數,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/8 上午 11:55:47,https://odportal.tw/dataset/NdHVcjbG,https://data.gov.tw/dataset/125563,真資料,1,1,20.0,,text,1,NdHVcjbG,False
112年現住原住民人口數按性別、年齡及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,24,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/Ndq0yLFd,https://data.tainan.gov.tw/DataSet/Detail/943240d6-35f0-4516-8550-cb54843ea633,真資料,24,2,344.0,,html;text,1,Ndq0yLFd,False
澎湖縣馬公市111年原住民身分分統計資料,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/8/7 下午 04:24:20,https://odportal.tw/dataset/NghRBAHS,https://data.gov.tw/dataset/155908,失效,3,2,,,,1,NghRBAHS,False
行政院所屬各機關暨地方政府原住民族公務人員訓練進修性別統計表,政府開放資料平臺,,CSV,2,OGDL-1.0,2026/6/18 下午 05:56:41,https://odportal.tw/dataset/O2PqCDEX,https://data.gov.tw/dataset/13252,真資料,2,2,198.0,,text,1,O2PqCDEX,False
105年外交、民航、國際經濟商務特考第一試及原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/25 上午 10:51:36,https://odportal.tw/dataset/O4mIYu9A,https://data.gov.tw/dataset/164988,二進位,1,1,,,zip,1,O4mIYu9A,False
高雄市原住民戶口數年終統計,高雄市政府,民政局,JSON,1,OGDL-1.0,2025/5/19 下午 02:18:47,https://odportal.tw/dataset/O8pVo9OB,https://data.kcg.gov.tw/DataSet/Detail/d28822db-7ce4-4cf1-9d1a-4024bffb607e,真資料,1,1,1654.0,,json,1,O8pVo9OB,False
十五歲以上現住原住民族人口之教育程度─按年齡別分,新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/12/8 下午 01:52:04,https://odportal.tw/dataset/OQO32x1v,https://data.ntpc.gov.tw/datasets/6b47f1a9-35c3-4085-8af3-ee36d629acbc,HTML殼,1,1,,,html,1,OQO32x1v,False
115年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,CSV;JSON,2,OGDL-1.0,2026/7/13 上午 09:42:40,https://odportal.tw/dataset/ORNJfLIb,https://data.gov.tw/dataset/176715,真資料,2,2,456.0,,json;text,1,ORNJfLIb,False
原住民族教育,新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/12/1 下午 05:00:47,https://odportal.tw/dataset/Oa5B51pG,https://data.ntpc.gov.tw/datasets/7d98616d-0fb3-4e5d-9d1e-5e9637acdd4e,HTML殼,1,1,,,html,1,Oa5B51pG,False
臺北市原住民人口數按民族別分,政府開放資料平臺,,CSV,2,OGDL-1.0,2026/7/7 上午 09:17:13,https://odportal.tw/dataset/OaN3trsc,https://data.gov.tw/dataset/132912,真資料,2,2,36.0,,text,1,OaN3trsc,False
原住民族企業科技應用需求項目-按行業別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:06:35,https://odportal.tw/dataset/Oqh9gZj4,https://data.gov.tw/dataset/174316,真資料,3,2,90.0,,json;text,1,Oqh9gZj4,False
原住民族就業狀況調查報告,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:53:03,https://odportal.tw/dataset/OsTvtc-a,https://data.gov.tw/dataset/112722,連結殼,3,2,24.0,檔案pdf,json;text,1,OsTvtc-a,False
公務人員特種考試原住民族考試缺額表暨增列缺額表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:27:45,https://odportal.tw/dataset/P1_TpqrD,https://data.gov.tw/dataset/166713,真資料,3,2,953.0,,json;text,1,P1_TpqrD,False
現住原住民族種族別人口數,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/8 下午 02:05:20,https://odportal.tw/dataset/P39j-mL_,https://data.gov.tw/dataset/124239,真資料,1,1,1980.0,,text,1,P39j-mL_,False
現住原住民教育程度(92-101年)-年 依 期間，年齡層，男/女，平地/山地 與,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/4 上午 01:02:44,https://odportal.tw/dataset/P6LAru1e,https://data.gov.tw/dataset/128972,失效,1,1,,,,1,P6LAru1e,False
原住民族委員會工程採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:01:35,https://odportal.tw/dataset/PADImKLM,https://data.gov.tw/dataset/129526,真資料,3,2,10.0,,json;text,1,PADImKLM,False
109年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/8/19 下午 02:58:33,https://odportal.tw/dataset/PGVRc1Qq,https://data.gov.tw/dataset/120039,真資料,12,2,342.0,,json;text,1,PGVRc1Qq,False
113年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,CSV;JSON,16,OGDL-1.0,2025/8/19 下午 03:29:33,https://odportal.tw/dataset/PL1u0o5k,https://data.gov.tw/dataset/169516,真資料,16,2,342.0,,json;text,1,PL1u0o5k,False
110年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,11,OGDL-1.0,2025/6/10 上午 11:41:23,https://odportal.tw/dataset/PLcp8KuG,https://data.gov.tw/dataset/136924,真資料,11,2,114.0,,json,1,PLcp8KuG,False
臺北市原住民長青樂活服務,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/2/11 上午 10:59:31,https://odportal.tw/dataset/PMiv-guM,https://data.gov.tw/dataset/134636,真資料,1,1,1.0,,text,1,PMiv-guM,False
高雄市年底原住民人口數,高雄市政府,主計處,,0,OGDL-1.0,2025/9/5 下午 04:46:07,https://odportal.tw/dataset/PNYjfZEh,https://data.kcg.gov.tw/DataSet/Detail/ee19485d-cbcc-4c03-ac8c-406b074e3c80,無資源,0,0,,,,1,PNYjfZEh,False
原住民族學生國中及高級中等學校畢業生升學與就業情形,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:51:40,https://odportal.tw/dataset/PQkVhXgi,https://data.gov.tw/dataset/93929,真資料,3,2,8.0,,json;text,1,PQkVhXgi,False
典藏目錄-原住民類,政府開放資料平臺,,JSON,1,OGDL-1.0,2026/5/21 下午 05:37:39,https://odportal.tw/dataset/PRiM8udf,https://data.gov.tw/dataset/8706,真資料,1,1,476.0,,json,1,PRiM8udf,False
推動原住民族地區溫泉示範區旅遊行程建議,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:13:17,https://odportal.tw/dataset/Pb5_2naR,https://data.gov.tw/dataset/166822,真資料,3,2,5.0,,json;text,1,Pb5_2naR,False
新竹縣各年度原住民鄉鎮辦理調解業務概況,政府開放資料平臺,,CSV;JSON;XLSX;XML,4,OGDL-1.0,2026/4/22 上午 10:35:27,https://odportal.tw/dataset/Pc6_DgT7,https://data.gov.tw/dataset/46531,真資料,4,2,57.0,,json;zip,1,Pc6_DgT7,False
原住民族家庭經濟戶長對原住民綜合發展基金貸款需求依族別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:50:23,https://odportal.tw/dataset/Pg8rJKPg,https://data.gov.tw/dataset/145199,真資料,3,2,16.0,,json;text,1,Pg8rJKPg,False
現住原住民人口按性別、身分、原住民族別分（新增區域代碼）,政府開放資料平臺,,CSV;JSON,93,OGDL-1.0,2026/7/13 下午 05:42:03,https://odportal.tw/dataset/Pgvfaz_V,https://data.gov.tw/dataset/77052,真資料,93,2,932.0,,text,1,Pgvfaz_V,False
原住民保留地禁伐補償合格面積及補償金額,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:54:42,https://odportal.tw/dataset/Pv32eFD3,https://data.gov.tw/dataset/150989,真資料,3,2,72.0,,json;text,1,Pv32eFD3,False
10420-01-07-2 臺中市特殊教育學校原住民教師數,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,14,OGDL-1.0,2026/8/9 下午 11:24:28,https://odportal.tw/dataset/Px8zFlK_,https://opendata.taichung.gov.tw/search/d4741f5b-1576-487c-8ada-ea1534e6a823,真資料,14,4,102.0,,json,2,Px8zFlK_;lOctYo-s,False
臺南市各區區公所原住民服務窗口連絡電話,政府開放資料平臺,,CSV;JSON,2,OGDL-1.0,2025/12/23 下午 03:07:03,https://odportal.tw/dataset/Q19hCpuz,https://data.gov.tw/dataset/135075,真資料,2,2,37.0,,json;text,1,Q19hCpuz,False
高級中等學校原住民學生及畢業生人數—按年級別、等級別與性別分,政府開放資料平臺,,CSV;JSON,6,OGDL-1.0,2026/7/23 上午 10:44:06,https://odportal.tw/dataset/Q4mke9CS,https://data.gov.tw/dataset/33516,真資料,6,2,110.0,,text,1,Q4mke9CS,False
原住民族就業者工作地區-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:14:59,https://odportal.tw/dataset/Q8T9e_xj,https://data.gov.tw/dataset/161527,真資料,3,2,320.0,,json;text,1,Q8T9e_xj,False
臺中市低(中低)收入老人暨原住民活動假牙補助計畫合約診所名單,政府開放資料平臺;臺中市政府,臺中市政府社會局,CSV;JSON;XML,3,OGDL-1.0,2026/7/26 下午 10:49:52,https://odportal.tw/dataset/Shc3qGjR,https://opendata.taichung.gov.tw/search/78cc97ea-4423-48c9-a6cb-33ceb5627d3f,真資料,3,3,210.0,,json;text;xml,2,QNPhvQaC;Shc3qGjR,False
銓敘部性別平等工作成果報告-110年底原住民族各族人口及各族任公務人員性別比率,政府開放資料平臺,,CSV,1,OGDL-1.0,2024/3/5 下午 04:11:49,https://odportal.tw/dataset/QNn3aqHj,https://data.gov.tw/dataset/165367,真資料,1,1,18.0,,text,1,QNn3aqHj,False
115年3月基隆市現住原住民人數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:07:07,https://odportal.tw/dataset/QRbT1yib,https://data.gov.tw/dataset/59129,真資料,1,1,11.0,,text,1,QRbT1yib,False
臺中市原住民社會救助補助項目,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,3,OGDL-1.0,2026/8/11 上午 10:12:10,https://odportal.tw/dataset/QV2iR_Sb,https://opendata.taichung.gov.tw/search/9c396932-6693-4f03-8bc7-65ca9d49e494,連結殼,3,3,2.0,網址,json;text,2,QV2iR_Sb;tZNbN5zA,True
中老年慢性病宣導教材原住民語翻譯稿件(魯凱族),政府開放資料平臺,,PDF,1,OGDL-1.0,2026/4/10 下午 03:45:55,https://odportal.tw/dataset/QWoysabI,https://data.gov.tw/dataset/177381,二進位,1,1,,,pdf,1,QWoysabI,False
現住原住民人口按性別、身分、原住民族別分,政府開放資料平臺,,API;CSV;JSON,50,OGDL-1.0,2025/12/25 下午 07:07:03,https://odportal.tw/dataset/Q_ocBW-b,https://data.gov.tw/dataset/32971,真資料,50,2,973.0,,text,1,Q_ocBW-b,False
30220-01-02-2 臺中市山地平地原住民人口數－按民族別分,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,18,OGDL-1.0,2026/8/11 下午 02:35:44,https://odportal.tw/dataset/f_K5Lymm,https://opendata.taichung.gov.tw/search/01b13b6a-c8cb-452c-9e18-8e750f576aff,真資料,18,4,637.0,,json,2,QcMS2RLO;f_K5Lymm,False
114年公務人員特種考試外交領事人員及外交行政人員考試、國際經濟商務人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/10/21 下午 02:59:11,https://odportal.tw/dataset/QsRjmqJR,https://data.gov.tw/dataset/175217,二進位,1,1,,,zip,1,QsRjmqJR,False
原住民重點學校,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/5/14 下午 03:14:03,https://odportal.tw/dataset/QtMw18QN,https://data.gov.tw/dataset/162567,真資料,1,1,431.0,,text,1,QtMw18QN,False
30220-01-04-2 臺中市山地平地原住民婚姻狀況,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,26,OGDL-1.0,2026/8/11 上午 01:58:16,https://odportal.tw/dataset/uzKBIy0Z,https://opendata.taichung.gov.tw/search/1b4ac6f8-cf6d-477c-b2c2-698f98c4d8b6,真資料,26,3,112.0,,json,2,QvtaPK5m;uzKBIy0Z,True
臺南市政府原住民族學生獎助學金補助情形,臺南市政府,臺南市政府原住民族事務委員會,CSV;JSON,2,OGDL-1.0,2026/8/7 下午 04:28:00,https://odportal.tw/dataset/R0JMAu-C,https://data.tainan.gov.tw/DataSet/Detail/1e08279b-b3e8-4989-8196-cbb5c8d6c3d2,真資料,2,2,8.0,,html;text,1,R0JMAu-C,False
原住民族經濟戶長平均每月收入－依教育程度,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:57:24,https://odportal.tw/dataset/R815xBmL,https://data.gov.tw/dataset/145239,真資料,3,2,5.0,,json;text,1,R815xBmL,False
臺北市原住民部落大學,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/30 上午 09:51:43,https://odportal.tw/dataset/R8dRY8-q,https://data.gov.tw/dataset/132038,真資料,1,1,11.0,,text,1,R8dRY8-q,False
原住民族部落活力計畫各縣市執行成果,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:16:51,https://odportal.tw/dataset/RMQQanMv,https://data.gov.tw/dataset/89974,真資料,3,2,139.0,,json;text,1,RMQQanMv,False
10730-09-03-2 臺中市原住民急難救助統計,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON,56,OGDL-1.0,2026/8/4 上午 11:53:14,https://odportal.tw/dataset/RduWmiiy,https://opendata.taichung.gov.tw/search/39e87c91-df67-46ec-97d7-65c79f7d39d2,真資料,56,2,56.0,,json,2,RduWmiiy;lD4syRZP,False
臺北市原住民戶口數,臺北市政府,主計處,CSV,1,,2026/3/18 上午 09:31:33,https://odportal.tw/dataset/RxZETFK4,https://data.taipei/dataset/detail?id=2b497651-0339-458d-ba76-17c4f2de431a,網址無效,1,1,,,,1,RxZETFK4,False
原住民族委員會綜合發展基金貸款案件報表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:56:12,https://odportal.tw/dataset/S4MijCmK,https://data.gov.tw/dataset/130153,真資料,3,2,408.0,,json;text,1,S4MijCmK,False
原住民人口數單一年齡組─按區域別、性別分,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/16 上午 02:16:33,https://odportal.tw/dataset/SIngkzn8,https://data.gov.tw/dataset/9606,真資料,1,1,138.0,,text,1,SIngkzn8,False
原住民就業者擔任職業,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:59:19,https://odportal.tw/dataset/SK-uKA-4,https://data.gov.tw/dataset/91823,真資料,3,2,9.0,,json;text,1,SK-uKA-4,False
